165	33.78	47.19	26.12
166	33.58	47.24	25.62
167	33.42	47.3	25.12
168	33.27	47.39	25.56
169	33.12	47.45	25.06
170	32.95	47.59	25.12
171	32.78	47.57	24.31
172	32.64	47.6	24.81
173	32.5	47.71	25.38
174	32.32	47.79	24.88
175	32.21	47.86	25.25
176	32.1	47.86	24.44
177	32.0	47.89	24.69
178	31.87	47.93	25.06
179	31.76	48.0	26.19
180	31.69	47.88	25.81
181	31.64	47.85	24.94
182	31.53	47.88	25.0
183	31.49	47.82	24.69
184	31.41	47.87	24.5
185	31.38	47.79	24.56
186	31.22	47.99	24.19
187	31.16	47.98	24.31
188	31.11	47.93	24.38
189	31.1	47.85	25.0
190	30.97	48.02	25.12
191	30.85	48.17	24.75
192	30.9	47.98	25.0
193	30.84	47.98	24.81
194	30.78	47.93	24.44
195	30.68	48.13	25.25
196	30.66	48.05	25.31
197	30.58	48.17	25.06
198	30.57	48.13	24.88
199	30.49	48.29	24.75
200	30.42	48.4	24.5
201	30.43	48.17	24.62
202	30.37	48.24	24.88
203	30.31	48.27	24.19
204	30.18	48.49	23.94
205	30.16	48.39	23.44
206	30.1	48.37	22.5
207	30.01	48.4	22.38
208	29.95	48.56	22.5
209	29.79	48.8	22.56
210	29.73	48.78	23.06
211	29.7	48.69	23.5
212	29.62	48.81	24.0
213	29.48	49.06	23.94
214	29.49	48.97	23.75
215	29.42	49.04	23.81
216	29.37	49.11	24.0
217	29.35	49.05	23.88
218	29.24	49.28	23.94
219	29.25	49.01	23.75
220	29.26	48.85	23.81
221	29.27	48.79	24.06
222	29.22	48.89	23.56
223	29.17	48.81	23.25
224	29.18	48.75	23.75
225	29.22	48.69	23.0
226	29.14	48.8	23.88
227	29.16	48.76	22.88
228	29.22	48.44	22.88
229	29.27	48.36	22.69
230	29.28	48.29	22.44
231	29.32	48.14	22.5
232	29.31	48.19	22.5
233	29.32	48.01	22.75
234	29.36	47.95	23.06
235	29.28	48.19	22.88
236	29.33	48.07	23.06
237	29.36	47.99	22.88
238	29.57	47.44	23.19
239	29.83	46.91	24.0
240	29.96	46.77	24.25
241	30.13	46.25	24.31
242	30.38	45.86	25.94
243	30.52	45.79	25.94
244	30.6	45.68	27.12
245	30.83	45.49	27.94
246	31.02	45.24	28.25
247	31.3	44.9	28.69
248	31.51	44.91	28.62
249	31.72	44.72	30.0
250	32.12	44.11	30.94
251	32.68	43.44	31.31
252	33.24	42.78	36.69
253	34.12	41.63	34.94
254	34.56	41.25	31.5
255	35.25	40.48	36.12
256	35.81	40.07	35.06
257	36.6	39.23	36.25
258	37.12	38.92	33.88
259	37.73	38.35	34.5
260	38.88	36.7	34.69
261	40.02	35.21	36.5
262	40.55	34.68	34.69
263	41.78	33.1	36.94
264	40.25	36.05	33.81
265	39.53	37.61	32.75
266	38.97	38.97	32.44
267	38.57	39.95	31.56
268	38.13	40.97	31.31
269	37.75	41.82	31.31
270	37.22	43.05	30.88
271	36.97	43.35	31.12
272	36.76	43.78	30.5
273	36.5	44.21	30.38
274	36.19	44.96	29.88
275	36.0	45.09	30.31
276	35.73	45.6	30.0
277	35.55	45.62	29.88
278	35.35	46.24	30.12
279	35.2	46.44	30.0
280	35.17	46.35	30.38
281	35.15	46.33	30.69
282	34.97	46.76	30.38
283	35.05	46.3	30.75
284	35.14	45.94	31.25
285	35.04	45.99	30.19
286	34.75	46.6	29.44
287	34.57	46.87	29.0
288	34.36	47.02	29.06
289	34.13	47.54	28.75
290	33.83	48.35	28.62
291	33.62	48.12	28.19
292	33.38	48.46	28.06
293	33.21	48.61	28.25
294	33.05	48.81	28.12
295	32.88	49.21	27.94
296	32.71	49.36	27.94
297	32.58	49.6	27.88
298	32.43	49.83	27.62
299	32.31	49.79	27.5
300	32.18	49.91	27.38
301	32.05	50.02	27.19
302	31.94	49.98	27.31
303	31.86	50.13	27.44
304	31.75	50.12	27.44
305	31.63	50.25	27.25
306	31.56	50.25	27.25
307	31.43	50.37	27.25
308	31.34	50.47	27.19
309	31.27	50.44	27.25
310	31.17	50.53	26.69
311	31.11	50.59	26.38
312	31.02	50.62	26.31
313	30.91	50.76	26.19
314	30.87	50.8	26.12
315	30.82	50.75	26.44
316	30.79	50.74	26.38
317	30.78	50.65	26.38
318	30.69	50.74	26.81
319	30.62	50.8	27.12
320	30.57	50.82	26.88
321	30.6	50.65	27.0
322	30.56	50.59	26.94
323	30.54	50.59	26.62
324	30.41	50.76	26.0
325	30.42	50.71	25.81
326	30.35	50.8	25.62
327	30.31	50.84	25.44
328	30.25	50.93	25.69
329	30.17	51.06	25.88
330	30.16	51.09	25.88
331	30.11	51.09	25.75
332	30.06	51.09	26.19
333	29.99	51.21	26.25
334	29.98	51.15	26.44
335	29.94	51.22	26.5
336	29.96	51.1	25.94
337	29.87	51.18	25.5
338	29.85	51.18	25.5
339	29.8	51.33	25.62
340	29.79	51.3	26.0
341	29.76	51.3	25.75
342	29.66	51.45	26.12
343	29.62	51.42	26.12
344	29.65	51.3	25.69
345	29.62	51.32	25.62
346	29.53	51.44	25.62
347	29.49	51.44	25.06
348	29.46	51.37	25.56
349	29.45	51.37	25.69
350	29.38	51.47	25.5
351	29.31	51.55	24.25
352	29.32	51.42	24.19
353	29.26	51.47	24.0
354	29.18	51.63	24.25
355	29.06	51.9	24.0
356	29.01	51.97	23.94
357	28.98	51.89	24.06
358	28.95	52.02	24.25
359	28.88	52.1	24.38
360	28.82	52.21	24.62
361	28.79	52.2	24.19
362	28.8	52.07	24.81
363	28.76	52.13	25.19
364	28.76	52.16	25.38
365	28.88	51.8	25.5
366	28.9	51.8	25.56
367	28.98	51.42	25.81
368	29.04	51.26	26.0
369	29.09	51.06	26.19
370	29.16	50.8	26.06
371	29.23	50.65	26.25
372	29.33	50.39	26.88
373	29.43	50.12	27.25
374	29.4	50.31	27.25
375	29.53	49.96	27.81
376	29.6	50.09	27.5
377	27.55	44.98	28.06
378	26.24	39.65	28.5
379	25.67	38.64	28.62
380	25.82	39.45	29.69
381	25.48	39.4	29.5
